image_id,street,citi,n_citi,bed,bath,sqft,price
14411,1034 Hartley Place,"Santa Maria, CA",336,3,2.1,1715,437500
14412,5564 Esplanada Avenue,"Santa Maria, CA",336,4,2.1,1805,499000
14413,3671 Camino Arroyo,"Santa Ynez, CA",339,2,1,1302,470000
14414,1360 Bauer Avenue,"Santa Maria, CA",336,3,2,1395,459000
14415,2019 San Antonio Court,"Lompoc, CA",203,4,3,2313,460000
14416,1728 Winchester Way,"Santa Maria, CA",336,4,3,2039,459000
14417,3228 Drake Drive,"Santa Maria, CA",336,4,2,1667,474000
14418,1557 S Madison Lane,"Santa Maria, CA",336,4,3,2350,487000
14419,3756 Angeles Road,"Santa Maria, CA",336,3,2,1902,459000
14420,1881 Blue Sage Lane,"Santa Maria, CA",336,5,3,2130,479000
14421,743 Damask Court,"Santa Maria, CA",336,4,2.1,1969,448500
14422,329 Saint Andrews Way,"Santa Maria, CA",336,3,2.1,3004,489000
14423,5677 Kai Court,"Santa Maria, CA",336,2,2.1,1884,499999
14424,1011 Honda Way,"Lompoc, CA",203,3,2.1,2175,448900
14425,1831 Duke Drive,"Santa Maria, CA",336,3,3,2540,480000
14426,802 HASLAM Drive,"Santa Maria, CA",336,3,2.1,1834,489900
14427,1014 Honda Way,"Lompoc, CA",203,3,2.1,2175,445000
14428,1236 Glines Avenue,"Santa Maria, CA",336,4,2,1710,454900
14429,3034 Montano Drive,"Santa Maria, CA",336,4,3,2277,489900
14430,448 Mountain View Drive,"Santa Maria, CA",336,3,2,1215,449000
14431,800 Lucinda Court,"Santa Maria, CA",336,3,2,1970,460000
14432,1943 S Miller Street,"Santa Maria, CA",336,4,4,2126,505000
14433,5564 Esplanada Avenue,"Santa Maria, CA",336,4,2.1,1805,499000
14434,2892 La Serena Place,"Santa Maria, CA",336,4,2,2216,549900
14435,1178 Shady Glen Drive,"Santa Maria, CA",336,4,2.1,2157,535500
14436,4847 Crestwood Court,"Santa Maria, CA",336,4,2,2361,529000
14437,628 Celestial Way,"Lompoc, CA",203,4,5,3052,549900
14438,5677 Kai Court,"Santa Maria, CA",336,2,2.1,1884,499999
14439,2926 Bunfill Drive,"Santa Maria, CA",336,3,3.1,1979,549900
14440,519 San Diego Street,"Santa Maria, CA",336,3,2,2010,545000
14441,1730 Horseman Court,"Santa Maria, CA",336,4,3,2422,543000
14442,752 Tepusquet Road,"Santa Maria, CA",336,1,1,484,550000
14443,895 Blake Street,"Santa Maria, CA",336,5,2.1,2524,550000
14444,1943 S Miller Street,"Santa Maria, CA",336,4,4,2126,505000
14445,2892 La Serena Place,"Santa Maria, CA",336,4,2,2216,549900
14446,2435 Longdrive Lane,"Santa Maria, CA",336,3,2.1,2296,579000
14447,777 Onstott Road,"Lompoc, CA",203,3,2,2168,565000
14448,2436 Iron Ridge Court,"Santa Maria, CA",336,3,2.1,2043,574000
14449,446 Clubhouse Drive,"Santa Maria, CA",336,3,2,2266,599000
14450,628 Celestial Way,"Lompoc, CA",203,4,5,3052,549900
14451,1111 Craig Drive,"Lompoc, CA",203,3,2,2578,599000
14452,2926 Bunfill Drive,"Santa Maria, CA",336,3,3.1,1979,549900
14453,519 San Diego Street,"Santa Maria, CA",336,3,2,2010,545000
14454,752 Tepusquet Road,"Santa Maria, CA",336,1,1,484,550000
14455,895 Blake Street,"Santa Maria, CA",336,5,2.1,2524,550000
14456,2765 Arbor View Lane,"Lompoc, CA",203,3,3,2327,559000
14457,4570 Tallyho Place,"Santa Maria, CA",336,5,4.1,2412,614900
14458,446 Clubhouse Drive,"Santa Maria, CA",336,3,2,2266,599000
14459,1111 Craig Drive,"Lompoc, CA",203,3,2,2578,599000
14460,796 Apple Tree Way,"Santa Maria, CA",336,3,2,1776,615000
14461,2525 Bardmoor Court,"Santa Maria, CA",336,4,3,2569,619999
14462,3028 Tepusquet,"Santa Maria, CA",336,7,4,3800,634900
14463,4399 Countrywood Drive,"Santa Maria, CA",336,4,2.1,2413,668700
14464,735 Mahogany Street,"Santa Maria, CA",336,4,3,2611,669900
14465,1236 Cosima Lane,"Santa Maria, CA",336,4,3.1,2707,685000
14466,1181 Onstott Road,"Lompoc, CA",203,5,3,2576,659000
14467,133 La Costa Lane,"Lompoc, CA",203,3,2.1,2828,699000
14468,339 Falcon Crest Dr,"Vandenberg Village, CA",388,3,2.1,2508,670900
14469,1209 Grand Meadow Way,"Santa Maria, CA",336,3,3,2138,659000
14470,1332 Pitos Street,"Santa Barbara, CA",332,2,1,773,680000
14471,410 Saint Andrews Way,"Santa Maria, CA",336,3,2.1,2615,749000
14472,2199 Lake Marie Drive,"Santa Maria, CA",336,3,2.1,2467,749000
14473,493 Scandia Dr,"Buellton, CA",50,4,2.1,1878,749900
14474,1264 Cravens Lane,"Carpinteria, CA",68,3,2.1,1684,729990
14475,133 La Costa Lane,"Lompoc, CA",203,3,2.1,2828,699000
14476,757 HILL Street,"Los Alamos, CA",206,5,3.1,2958,749000
14477,410 Saint Andrews Way,"Santa Maria, CA",336,3,2.1,2615,749000
14478,2199 Lake Marie Drive,"Santa Maria, CA",336,3,2.1,2467,749000
14479,493 Scandia Dr,"Buellton, CA",50,4,2.1,1878,749900
14480,3162 Christopher Drive,"Lompoc, CA",203,4,3.1,3655,799500
14481,757 HILL Street,"Los Alamos, CA",206,5,3.1,2958,749000
14482,2685 Adobe Falls Road,"Lompoc, CA",203,5,3.1,4030,874900
14483,2737 Lorencita Drive,"Santa Maria, CA",336,3,3,3089,829000
14484,574 S Palisade Drive,"Santa Maria, CA",336,5,4.1,4400,875000
14485,3162 Christopher Drive,"Lompoc, CA",203,4,3.1,3655,799500
14486,1411 Foxenwood Drive,"Santa Maria, CA",336,4,3,3460,899000
14487,4405 Kapalua Drive,"Santa Maria, CA",336,4,3,2886,829000
14488,34 Mallard Avenue,"Goleta, CA",128,4,2,1557,849000
14489,2223 Crystal Drive,"Santa Maria, CA",336,3,2.1,2738,849000
14490,2935 Tepusquet Road,"Santa Maria, CA",336,6,2.1,3069,879000
14491,3130 Lucky Lane,"Santa Ynez, CA",339,4,2,2222,819000
14492,3118 E Highway 246,"Santa Ynez, CA",339,3,3,1792,815000
14493,2335 Chapala,"Santa Barbara, CA",332,2,1,1072,999000
14494,626 Ardmore Drive,"Goleta, CA",128,4,2.1,1256,927000
14495,2570 Wild Oak Road,"Lompoc, CA",203,3,2,1350,995000
14496,20 W Junipero Street,"Santa Barbara, CA",332,2,1,1036,949000
14497,1411 Foxenwood Drive,"Santa Maria, CA",336,4,3,3460,899000
14498,620 Foxen Lane,"Los Alamos, CA",206,4,3,2844,995000
14499,2008 Goldenrod Court,"Westlake Village, CA",401,4,2.1,2680,1299000
14500,1138 Bonita Court,"Ventura, CA",390,4,3,2067,1200000
14501,500 Loma Drive,"Camarillo, CA",59,3,2.1,3021,1099000
14502,15888 Foothill Road,"Santa Paula, CA",338,4,3.2,4675,1099999
14503,1255 Via Cielito,"Ventura, CA",390,3,3,2159,1100000
14504,1777 Bates Court,"Thousand Oaks, CA",372,4,3,2465,995000
14505,2144 Bridgegate Court,"Westlake Village, CA",401,4,3,2300,1149000
14506,4992 Via Santana,"Newbury Park, CA",238,4,4,3735,1275000
14507,243 Rosemont Court,"Lake Sherwood, CA",189,3,2.1,2222,1319000
14508,5251 Via Jacinto,"Newbury Park, CA",238,5,4.1,3961,1399000
14509,1665 Plum Hollow Circle,"Westlake Village, CA",401,3,2.1,2196,1195000
14510,274 W Highland Drive,"Camarillo, CA",59,3,3,1901,1365000
14511,3252 Little Feather Avenue,"Simi Valley, CA",349,5,4.1,4279,1119900
14512,743 Cedar Point Place,"Westlake Village, CA",401,4,3,2902,1199000
14513,4153 Eagle Flight Drive,"Simi Valley, CA",349,4,4.1,3973,1089900
14514,2362 Leeward Circle,"Westlake Village, CA",401,2,2,1609,1125000
14515,12841 Treeranch Road,"Ojai, CA",257,5,3.1,2978,1299000
14516,1671 Buena Vista Street,"Ventura, CA",390,4,3.1,3049,1395000
14517,2221 Silver Spring Drive,"Westlake Village, CA",401,4,3,2396,1225000
14518,5589 N Heatherton Drive,"Somis, CA",352,4,3,2902,999999
14519,2872 Pierpont Boulevard,"Ventura, CA",390,5,4,2730,1375000
14520,1621 BUSHGROVE Court,"Lake Sherwood, CA",189,3,3,2782,1395000
14521,5881 La Cumbre Road,"Somis, CA",352,5,4.1,4100,1275000
14522,2565 Greencastle Court,"Oxnard, CA",261,3,2.1,1800,1319000
14523,4284 Presidio Drive,"Simi Valley, CA",349,5,4,3034,1095000
14524,32121 Lake Meadow,"Westlake Village, CA",401,4,2.1,2246,1199000
14525,661 Rabbit Creek Lane,"Newbury Park, CA",238,5,4.1,3163,1149000
14526,2757 Autumn Ridge Drive,"Thousand Oaks, CA",372,4,3,3243,1299000
14527,1991 Rheinland Court,"Simi Valley, CA",349,4,4,3770,1199000
14528,563 Lone Oak Drive,"Thousand Oaks, CA",372,3,2.1,3237,1250000
14529,109 La Crescenta Street,"Oxnard, CA",261,3,2,1535,999000
14530,965 Mesa Drive,"Camarillo, CA",59,4,2.1,3261,1095000
14531,2275 Watertown Court,"Thousand Oaks, CA",372,5,3,3667,1450000
14532,121 Glendale Avenue,"Oxnard, CA",261,3,3,2065,1095000
14533,1617 Susan Drive,"Newbury Park, CA",238,10,4,4000,1300000
14534,4044 Eagle Flight Drive,"Simi Valley, CA",349,4,4.1,3973,1000000
14535,11945 Sulphur Mountain Road,"Ojai, CA",257,2,1,980,1325000
14536,404 Medea Creek Lane,"Oak Park, CA",252,4,3.1,3048,1324999
14537,2080 Hopewell Court,"Thousand Oaks, CA",372,4,3,2887,1275000
14538,2261 Hillsbury Road,"Westlake Village, CA",401,4,2.1,2340,1449900
14539,2237 KELMSCOTT Court,"Westlake Village, CA",401,4,2.1,2340,1299900
14540,4150 Donlon Road,"Somis, CA",352,3,3,2381,1250000
14541,4219 Hunt Club Lane,"Westlake Village, CA",401,4,3,3109,1450000
14542,401 Walbridge Way,"Ojai, CA",257,5,0,3000,1250000
14543,6420 San Onofre Drive,"Camarillo, CA",59,4,2.1,2335,1225000
14544,818 RIM CREST Drive,"Westlake Village, CA",401,4,3.1,2915,1149000
14545,791 Diamond Drive,"Camarillo, CA",59,5,3.1,3770,1025000
14546,949 El Segundo Drive,"Thousand Oaks, CA",372,5,3.1,3400,1350000
14547,31603 Village School Road,"Westlake Village, CA",401,4,3,2665,1130000
14548,31916 BENCHLEY Court,"Westlake Village, CA",401,4,2,2371,1080000
14549,383 Carol Drive,"Ventura, CA",390,3,2.1,2340,1085000
14550,3261 Penzance Avenue,"Camarillo, CA",59,5,5.1,4094,1245000
14551,3167 Goldenspur Drive,"Camarillo, CA",59,4,3,2286,1049000
14552,4523 Henley Court,"Westlake Village, CA",401,4,3,2137,1288000
14553,5301 Reef Way,"Oxnard, CA",261,4,3.1,2200,1200000
14554,1270 Foothill Road,"Ojai, CA",257,4,3,2382,1375000
14555,85 Santa Cruz Way,"Camarillo, CA",59,3,3.1,4788,1239000
14556,752 Skyview Terrace,"Ventura, CA",390,4,3.1,2405,1349000
14557,32494 Timberridge Court,"Westlake Village, CA",401,5,3,3107,1329000
14558,1246 Encino Vista Court,"Thousand Oaks, CA",372,3,3,2464,999000
14559,1147 Westridge Drive,"Ventura, CA",390,5,3.1,2938,1350000
14560,1611 ELMSFORD Place,"Westlake Village, CA",401,4,3,2336,1150000
14561,1651 Ryder Cup Drive,"Westlake Village, CA",401,3,3,2756,1099000
14562,2677 Riata Court,"Camarillo, CA",59,3,3,3080,1199000
14563,3713 Sunset Lane,"Oxnard, CA",261,4,3,2651,1379000
14564,3045 Grove Street,"Ventura, CA",390,3,2,2500,1200000
14565,2767 Avenida Simi,"Simi Valley, CA",349,4,3,3122,1099000
14566,580 Myrtle Court,"Oak Park, CA",252,5,4,2990,1299000
14567,6076 Alexandra Court,"Oak Park, CA",252,5,4.1,3932,1480000
14568,1758 Poli Street,"Ventura, CA",390,3,2,2117,1200000
14569,3371 Hampton Court,"Thousand Oaks, CA",372,5,4.1,5198,1490000
14570,2158 Palomar Avenue,"Ventura, CA",390,4,4.1,2995,1500000
14571,3680 Via De Costa,"Thousand Oaks, CA",372,5,4,3789,1499000
14572,2236 Stacy Lane,"Camarillo, CA",59,3,3,2564,1050000
14573,2504 Monaco Drive,"Oxnard, CA",261,4,3,2840,1395000
14574,2605 GRANDOAKS Drive,"Westlake Village, CA",401,4,5,3516,1495000
14575,606 Mission Drive,"Camarillo, CA",59,3,2.1,2657,1035000
14576,5328 Via Capote,"Newbury Park, CA",238,4,3,3159,1069000
14577,84 N Palm Street,"Ventura, CA",390,5,3,2256,1045000
14578,1066 El Segundo Drive,"Thousand Oaks, CA",372,4,5,4310,1449000
14579,6072 Caledonia Court,"Oak Park, CA",252,4,3.1,3473,1249000
14580,2470 PIERPONT,"Ventura, CA",390,5,4.1,2800,1199000
14581,7248 Briarcliff Circle,"Ventura, CA",390,4,2.1,2016,1300000
14582,1868 Crystal View Circle,"Newbury Park, CA",238,5,3,3113,1149950
14583,4894 Coyote Wells Circle,"Westlake Village, CA",401,4,3,3346,1315000
14584,2814 Delpha Court,"Thousand Oaks, CA",372,4,3.1,3518,1200000
14585,2196 Vista Del Mar Drive,"Ventura, CA",390,3,3,3300,1345000
14586,251 Palomares Avenue,"Ventura, CA",390,4,4,2740,1350000
14587,2768 Autumn Ridge Drive,"Westlake Village, CA",401,4,3.1,3389,1239000
14588,1524 Thornhill Avenue,"Westlake Village, CA",401,3,2,1522,1099999
14589,1543 Ramona Drive,"Camarillo, CA",59,4,5,4125,1450000
14590,4909 Cardinal Way,"Oak Park, CA",252,4,3,2867,1380000
14591,718 Calle Mandarinas,"Thousand Oaks, CA",372,4,2.1,3136,1399000
14592,81 Via La Cima,"Newbury Park, CA",238,4,3.1,3740,1150000
14593,8489 Live Oak Avenue,"Santa Paula, CA",338,4,3.1,4000,1395000
14594,1326 Beachmont Street,"Ventura, CA",390,5,3,2642,1399900
14595,1175 Rancho Drive,"Ojai, CA",257,5,3,2571,1395000
14596,2581 Bayshore Avenue,"Ventura, CA",390,4,2.2,2220,1275000
14597,2288 Ranch View Place,"Thousand Oaks, CA",372,4,3.1,3697,1475000
14598,11081 E Las Posas Road,"Camarillo, CA",59,4,4.1,3133,1299000
14599,1781 BERKSHIRE Drive,"Thousand Oaks, CA",372,5,4,2500,1388000
14600,5159 Carmento Drive,"Oak Park, CA",252,5,3,2358,1069000
14601,4511 Via Don Luis,"Newbury Park, CA",238,4,3,3062,1339000
14602,1749 Royal St George Drive,"Westlake Village, CA",401,4,3,2651,1289000
14603,807 Alderdale Court,"Newbury Park, CA",238,5,4,3993,1069000
14604,4809 Maureen Lane,"Moorpark, CA",227,6,3,3300,1250000
14605,1177 Calle Las Trancas,"Thousand Oaks, CA",372,5,3,2856,1179000
14606,758 Huntsdale Court,"Newbury Park, CA",238,5,4,3780,1039000
14607,1761 Sandcroft Street,"Lake Sherwood, CA",189,4,3,3005,1410000
14608,1334 E Channel Islands Boulevard,"Oxnard, CA",261,4,3.1,3559,1095000
14609,3106 Heavenly Ridge Street,"Thousand Oaks, CA",372,5,4.1,3609,1260000
14610,36 N Via Los Altos,"Thousand Oaks, CA",372,4,3,3169,1069000
14611,692 Via Ondulando,"Ventura, CA",390,4,3,2682,1425000
14612,1504 Arroyo View Street,"Newbury Park, CA",238,3,2,2471,999000
14613,991 Ellesmere Way,"Oak Park, CA",252,6,4.1,3308,1359000
14614,4989 Via Andrea,"Newbury Park, CA",238,4,3,3616,1350000
14615,2163 Silverstar Street,"Simi Valley, CA",349,6,5.1,4600,1058000
14616,4187 Mountain Creek Drive,"Newbury Park, CA",238,5,4.1,3163,1029000
14617,3718 Mandolin Avenue,"Simi Valley, CA",349,5,3.1,3460,1199000
14618,6031 Bridgeview Drive,"Ventura, CA",390,3,2,3490,1259000
14619,5331 Cliffside Circle,"Ventura, CA",390,4,2.1,2409,1215000
14620,6950 Calle Dia,"Camarillo, CA",59,6,4,4416,1499000
14621,7018 Quito Court,"Camarillo, CA",59,5,4.1,4100,1399000
14622,2232 Palomar Avenue,"Ventura, CA",390,3,3,2314,1195000
14623,3090 Heavenly Ridge Street,"Thousand Oaks, CA",372,5,4.1,4100,1375000
14624,7032 Hogan Street,"Moorpark, CA",227,5,5.1,5851,1325000
14625,2928 Woodflower Street,"Thousand Oaks, CA",372,5,4.1,3609,1270000
14626,4400 Chesapeake Drive,"Oxnard, CA",261,5,4,3691,1329000
14627,769 Camino Las Conchas,"Thousand Oaks, CA",372,4,3.1,2471,1400000
14628,86 Knollview Court,"Simi Valley, CA",349,5,4.1,3286,1079000
14629,5061 Copper Ridge Court,"Simi Valley, CA",349,5,5,4123,1199000
14630,20090 S Mountain Road,"Santa Paula, CA",338,5,3,3468,1295000
14631,354 Alosta Way,"Camarillo, CA",59,4,3.1,4012,1120000
14632,144 Wormwood Street,"Ojai, CA",257,4,3,3210,1250000
14633,904 Calle Brusca,"Thousand Oaks, CA",372,4,3,2615,1175000
14634,202 Sundown Road,"Thousand Oaks, CA",372,3,2,1624,1315000
14635,5327 Via Dolores,"Newbury Park, CA",238,4,3,3427,1050000
14636,3825 Doheney Court,"Simi Valley, CA",349,4,3.1,4087,1009000
14637,1662 Margate Place,"Westlake Village, CA",401,5,3,2570,1049000
14638,1034 Lambourne Place,"Oak Park, CA",252,5,4.1,2854,1345000
14639,1505 Lynnmere Drive,"Thousand Oaks, CA",372,4,3.1,3363,1369000
14640,5255 Seabreeze Way,"Oxnard, CA",261,4,2.1,2271,1099000
14641,854 Grada Avenue,"Camarillo, CA",59,4,2,2183,1089000
14642,141 Anacapa Avenue,"Oxnard, CA",261,3,3.1,2009,1250000
14643,3287 Island View Drive,"Ventura, CA",390,4,3,2792,1250000
14644,1551 Via Latina Drive,"Camarillo, CA",59,4,3,2924,1229000
14645,4125 W CHANNEL ISLANDS Boulevard,"Oxnard, CA",261,3,2.1,1800,1089000
14646,223 W Ramona Street,"Ventura, CA",390,6,4.1,3813,1099000
14647,5320 Via Jacinto,"Newbury Park, CA",238,4,3.1,3418,1135000
14648,1086 Peninsula Street,"Ventura, CA",390,4,2.1,2216,1490000
14649,3092 Hilltop Drive,"Ventura, CA",390,3,2.1,3042,1395000
14650,2426 Palomar Avenue,"Ventura, CA",390,8,6,6216,1475000
14651,2715 Edgeview Court,"Newbury Park, CA",238,5,3.1,4248,1300000
14652,343 Loire Valley Drive,"Simi Valley, CA",349,5,5.1,5350,1049000
14653,129 Los Angeles Avenue,"Oxnard, CA",261,3,3,2027,1099000
14654,125 Fillmore Avenue,"Oxnard, CA",261,3,2.1,2385,1148888
14655,5643 Crinklaw Lane,"Simi Valley, CA",349,4,3,2634,1295000
14656,5051 Island View Street,"Oxnard, CA",261,3,3,2714,1499000
14657,579 Glade Drive,"Santa Paula, CA",338,5,3.1,4288,1450000
14658,32485 Saddle Mountain Drive,"Westlake Village, CA",401,5,3.1,3817,1499950
14659,473 Lincoln Drive,"Ventura, CA",390,3,2.1,4007,1450000
14660,116 Ventura Avenue,"Oxnard, CA",261,3,2,2252,1174500
14661,555 MORRIS Drive,"Fillmore, CA",118,4,4,3033,1295000
14662,2145 Brookfield Drive,"Thousand Oaks, CA",372,4,4,3085,1139000
14663,685 Noble Road,"Simi Valley, CA",349,6,4.1,4112,1369000
14664,5575 Topa Topa Drive,"Ventura, CA",390,3,3,2464,1479000
14665,4511 Gateshead Bay,"Oxnard, CA",261,3,2,1620,1095000
14666,729 Aliso Street,"Ventura, CA",390,4,3,2944,1089000
14667,1381 Church Street,"Ventura, CA",390,4,2,2431,1199500
14668,7223 Camino Las Ramblas,"Camarillo, CA",59,5,3.1,3734,1199000
14669,1098 Ventura Street,"Fillmore, CA",118,5,5,5926,1250000
14670,1334 Camino Cristobal,"Thousand Oaks, CA",372,4,3,3051,1354000
14671,3324 Willow Canyon Street,"Thousand Oaks, CA",372,5,4.1,4311,1439000
14672,7188 Camino Las Ramblas,"Camarillo, CA",59,5,4.1,4636,1497000
14673,243 Heavenly Valley Road,"Newbury Park, CA",238,5,3,3680,1049000
14674,190 Silas Lane,"Newbury Park, CA",238,6,3.1,3914,1499000
14675,2051 Via Veneto,"Camarillo, CA",59,4,3.1,3255,1299000
14676,5244 Beachcomber Street,"Oxnard, CA",261,4,2,2765,1095000
14677,1442 S Rice Road,"Ojai, CA",257,7,4.1,6484,1299000
14678,3760 Groves Place,"Somis, CA",352,3,2.1,2846,1295000
14679,3287 Canopy Drive,"Camarillo, CA",59,5,4.1,3894,1015000
14680,851 Hartglen Avenue,"Westlake Village, CA",401,4,3,2846,1099000
14681,2349 Palomar Avenue,"Ventura, CA",390,3,3,1677,999950
14682,6391 Ballantine Place,"Oak Park, CA",252,5,4.1,3644,1369000
14683,1151 Shelburn Lane,"Ventura, CA",390,2,2,1134,1249000
14684,2523 Montecito Avenue,"Westlake Village, CA",401,6,4.1,4440,1499373
14685,316 Silas Lane,"Newbury Park, CA",238,3,2,2040,1290000
14686,990 Loma Drive,"Ojai, CA",257,4,2.1,2850,1497500
14687,11469 Azahar Street,"Ventura, CA",390,10,5,3284,1150000
14688,4124 La Venta Drive,"Westlake Village, CA",401,4,3,2432,1850000
14689,1514 Falling Star Avenue,"Westlake Village, CA",401,3,2.1,3175,1649000
14690,10561 Encino Drive,"Oak View, CA",253,5,4.1,3795,1995000
14691,2561 Victoria Avenue,"Oxnard, CA",261,5,3.1,3904,1525000
14692,1514 Eastwind Circle,"Westlake Village, CA",401,3,3,2635,1599000
14693,1130 Capri Way,"Oxnard, CA",261,4,3,2511,1750000
14694,5227 Sealane Way,"Oxnard, CA",261,3,2.1,2546,1625000
14695,12476 Presilla Road,"Camarillo, CA",59,5,4.1,4720,1779000
14696,5235 Sealane Way,"Oxnard, CA",261,3,2.1,2792,1699000
14697,2166 Palomar Avenue,"Ventura, CA",390,3,3,3129,1595000
14698,1050 Paseo Santa Monica,"Newbury Park, CA",238,5,3.1,3612,1699000
14699,894 Hartglen Avenue,"Westlake Village, CA",401,3,2.1,2282,1599000
14700,2041 Peninsula Road,"Oxnard, CA",261,4,2.1,3569,1674000
14701,1321 Bluesail Circle,"Westlake Village, CA",401,4,3,2797,1899950
14702,2653 Sapra Street,"Thousand Oaks, CA",372,3,2,2700,1650000
14703,1635 Bushgrove Court,"Lake Sherwood, CA",189,5,4,3561,1575000
14704,5326 Calarosa Ranch Road,"Camarillo, CA",59,5,5.1,5169,1799000
14705,653 Camino Rojo,"Thousand Oaks, CA",372,4,4.1,3434,1689000
14706,1502 Avenida De Aprisa,"Camarillo, CA",59,5,6,5028,1899000
14707,1615 Mcnell Road,"Ojai, CA",257,2,2,2515,1800000
14708,1420 Cuyama Road,"Ojai, CA",257,3,2,2133,1599000
14709,860 Mandalay Beach Road,"Oxnard, CA",261,3,3,2914,1849999
14710,1659 Ryder Cup Drive,"Westlake Village, CA",401,4,3,2651,1549000
14711,426 N Catalina Street,"Ventura, CA",390,3,2.1,2080,1665000
14712,692 Noble Road,"Simi Valley, CA",349,6,5.1,4839,1599000
14713,2158 Palomar Avenue,"Ventura, CA",390,4,4.1,2995,1500000
14714,3680 Via De Costa,"Thousand Oaks, CA",372,5,4,3789,1499000
14715,1072 Deep Wood Drive,"Westlake Village, CA",401,4,2.1,3788,1795000
14716,2605 GRANDOAKS Drive,"Westlake Village, CA",401,4,5,3516,1495000
14717,1715 Misty Creek Road,"Westlake Village, CA",401,5,3,3420,1945000
14718,4115 E Hillcrest Drive,"Westlake Village, CA",401,5,4,3478,1725000
14719,1259 New Bedford Court,"Ventura, CA",390,3,3,1707,1650000
14720,1768 Via Aracena,"Camarillo, CA",59,5,4.1,4633,2000000
14721,1625 Abbotsbury Street,"Lake Sherwood, CA",189,5,4,3561,1665000
14722,15220 Camino Cielo,"Ojai, CA",257,6,4,2949,1625000
14723,1452 Pathfinder Avenue,"Westlake Village, CA",401,4,3.1,3298,1699950
14724,1513 Twin Tides Place,"Oxnard, CA",261,5,4,3691,1549900
14725,32377 Lake Pleasant Drive,"Westlake Village, CA",401,3,3.1,3402,1900000
14726,1991 Hathaway Boulevard,"Westlake Village, CA",401,4,4.1,5236,1859000
14727,300 Running Ridge Trail,"Ojai, CA",257,3,3,2825,1750000
14728,6312 Ridgecrest Lane,"Somis, CA",352,5,4,3597,1549000
14729,1514 Falling Star Avenue,"Westlake Village, CA",401,3,2.1,3175,1649000
14730,5568 Via Bonita,"Newbury Park, CA",238,3,3.1,3915,1998000
14731,105 Malibu Avenue,"Oxnard, CA",261,4,3.1,2826,1995000
14732,1733 Stonesgate Street,"Westlake Village, CA",401,4,3,2476,1687000
14733,7333 Worth Way,"Camarillo, CA",59,4,4.1,3350,1750000
14734,4435 Costa De Oro,"Oxnard, CA",261,4,3,2198,1650000
14735,1921 Napoli Drive,"Oxnard, CA",261,4,4.1,3760,1899000
14736,959 Amber Lane,"Ojai, CA",257,5,3.1,3703,1750000
14737,3643 Ocean Drive,"Oxnard, CA",261,1,1,550,1995000
14738,2187 Rambling Rose Drive,"Camarillo, CA",59,5,5.1,5180,1745000
14739,2045 Ravoli Drive,"Oxnard, CA",261,4,6.1,3489,1598000
14740,6950 Calle Dia,"Camarillo, CA",59,6,4,4416,1499000
14741,609 Corriente Court,"Camarillo, CA",59,5,5,5200,1899000
14742,5617 W Greentree Drive,"Somis, CA",352,4,3.1,4491,1689000
14743,3276 Willow Canyon Street,"Thousand Oaks, CA",372,5,5.1,5504,1548000
14744,3179 Bianca Circle,"Simi Valley, CA",349,7,5.1,5980,1639000
14745,1245 Calle Arroyo,"Thousand Oaks, CA",372,4,4.1,5374,1750000
14746,2824 Dewdrop Place,"Westlake Village, CA",401,5,5.1,5330,1969000
14747,2540 Peninsula Road,"Oxnard, CA",261,4,3.2,3801,1845000
14748,4124 La Venta Drive,"Westlake Village, CA",401,4,3,2432,1850000
14749,5460 Liverpool Court,"Oak Park, CA",252,4,3.1,3231,1599000
14750,3265 Island View Drive,"Ventura, CA",390,4,4,3642,1595000
14751,7477 Wheeler Canyon Road,"Santa Paula, CA",338,7,5,6118,1999999
14752,4098 Skelton Canyon Circle,"Westlake Village, CA",401,5,3.1,3937,1795000
14753,328 Lakeshore Drive,"Oxnard, CA",261,4,3,3348,1565000
14754,1193 Winthrop Lane,"Ventura, CA",390,3,3,1846,1595000
14755,5051 Island View Street,"Oxnard, CA",261,3,3,2714,1499000
14756,32485 Saddle Mountain Drive,"Westlake Village, CA",401,5,3.1,3817,1499950
14757,4173 OCEAN Drive,"Oxnard, CA",261,2,2,941,1899000
14758,4695 Foothill Road,"Ventura, CA",390,4,3.1,3311,1739000
14759,5346 Sandpiper Way,"Oxnard, CA",261,4,3,3137,1650000
14760,4403 Paseo De La Paz,"Newbury Park, CA",238,5,3.1,4263,1549000
14761,7188 Camino Las Ramblas,"Camarillo, CA",59,5,4.1,4636,1497000
14762,2884 Redondo Avenue,"Camarillo, CA",59,5,4,5373,1795000
14763,13870 Saddleback Drive,"Moorpark, CA",227,4,4.1,3987,1550000
14764,190 Silas Lane,"Newbury Park, CA",238,6,3.1,3914,1499000
14765,4011 Skelton Canyon Circle,"Westlake Village, CA",401,4,4,3597,1775000
14766,12599 Koenigstein Road,"Santa Paula, CA",338,4,2,2600,1649000
14767,2360 Hyland Avenue,"Ventura, CA",390,2,2.1,2265,1695000
14768,7322 Wheeler Canyon Road,"Santa Paula, CA",338,4,3,3000,1749000
14769,6645 Breakers Way,"Ventura, CA",390,3,3,2050,1825000
14770,1374 Falling Star Avenue,"Westlake Village, CA",401,4,3.1,4078,1845000
14771,802 El Toro Road,"Ojai, CA",257,4,3,2596,1749000
14772,2523 Montecito Avenue,"Westlake Village, CA",401,6,4.1,4440,1499373
